X,Y,Place_Count,Place_Within_Tolerance,Place_Recognized_as_PRM-1,Place_Pos_X,Place_Pos_Y,Place_Euclidean_Distance,Place_Latency_Avg,Remove_Count,Remove_Within_Tolerance,Remove_Recognized_as_PRM-1,Remove_Pos_X,Remove_Pos_Y,Remove_Euclidean_Distance,Remove_Latency_Avg
2.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
17.5,5,5.0,5.0,5.0,15.337176258911551,12.16507925120192,7.3074956243137565,0.0005921287927776575,5.0,5.0,5.0,15.306953697418933,12.134517272927352,7.290735940062474,0.0005883140489459038
17.5,10,5.0,5.0,5.0,16.32406866082152,14.565033114740979,4.527850811186828,0.0005710033699870109,5.0,5.0,5.0,16.296934065273643,14.591847395614195,4.563182152082924,0.0005791611038148403
17.5,15,5.0,5.0,5.0,17.511450890422672,17.94410236680427,2.611292191073866,0.0005804718006402254,5.0,5.0,5.0,17.559491695549102,17.89301098581803,2.5509317910500413,0.000642171036452055
17.5,20,5.0,5.0,5.0,17.742389477769372,21.794722930523008,1.4398393446967461,0.0006230373866856099,6.0,5.0,5.0,21.051802705973824,15.265353116348244,5.922646185176779,0.0005859026762967309
17.5,25,6.0,5.0,5.0,21.04175113706297,28.164688448641183,4.037004083532895,0.0005827981512993574,6.0,5.0,5.0,13.06636662731269,27.76797798133089,5.562803668178428,0.0005706113685543338
17.5,30,5.0,5.0,5.0,17.681004442953924,29.339752151856665,1.1400363048240711,0.0005794319789856672,5.0,5.0,5.0,17.684937549007618,29.337245446401823,1.1409312334305963,0.000580506632104516
17.5,35,5.0,5.0,5.0,17.105611828912323,33.646376762649865,2.0159370757475195,0.0005944035481661558,5.0,5.0,5.0,17.05507157870058,33.63492465186696,2.051186581037002,0.0006853360682725906
17.5,40,5.0,5.0,5.0,16.11338558615942,36.081976276451776,4.753100641308198,0.0005740273743867874,5.0,5.0,5.0,16.166966236526473,36.218366584580295,4.606807739821935,0.0005753504112362862
17.5,45,5.0,4.0,4.0,18.81154042709403,40.68499365777094,4.768393291943253,0.0005909861996769905,4.0,4.0,4.0,15.711352893982873,39.58636194345062,6.285222545753113,0.0006043077446520329
17.5,50,5.0,5.0,5.0,13.197815178506023,43.29100045983004,8.635351208041435,0.000618190923705697,5.0,5.0,5.0,13.360218677798226,43.60641214351838,8.283620159448848,0.0005888037383556366
22.5,0,5.0,5.0,4.0,25.71008257935815,-3.5161077689339373,4.706211972380083,0.0006158816628158093,5.0,5.0,4.0,25.810950601492088,-3.731232109819134,4.941288486713861,0.0007530414033681155
22.5,5,5.0,5.0,5.0,19.28538630626281,11.319455173294548,7.0421038888311545,0.0005827553570270539,5.0,5.0,5.0,19.164671395143362,11.51616539173541,7.272846095392426,0.000590435229241848
22.5,10,5.0,5.0,5.0,20.317285931146845,14.822233751676682,5.2249065966256,0.0006016238126903773,5.0,5.0,5.0,20.18501520902131,15.028893934121092,5.470264654016305,0.0006061766762286425
22.5,15,5.0,5.0,5.0,21.743946194509824,18.326888102274864,3.2257643879586966,0.0006101525854319334,6.0,5.0,6.0,21.372752546039532,13.146092843083204,2.839626954234249,0.0006318626692518592
22.5,20,5.0,5.0,5.0,22.978745893899998,21.626384088394154,1.2323637817270008,0.000637346412986517,5.0,5.0,5.0,22.99333500366908,21.558246608968222,1.1631477243362789,0.0006019584368914365
22.5,25,5.0,5.0,5.0,23.536703393074053,25.277915397035066,0.4534473550518234,0.0006254639476537705,5.0,5.0,5.0,23.53956294075035,25.282673344014086,0.45495178105589584,0.0006167488172650337
22.5,30,5.0,5.0,5.0,22.95542883080892,29.335183392713283,1.074586073851168,0.000607288209721446,5.0,5.0,5.0,22.975953057832555,29.393821733680873,1.0137960088075184,0.0006037626881152391
22.5,35,5.0,5.0,5.0,22.00293161480113,33.220177267381544,2.4403250167637593,0.0006649066228419543,5.0,5.0,5.0,22.187598943327703,33.4498722333431,2.1530150938864656,0.0006197574082762003
22.5,40,5.0,5.0,5.0,21.04175105886201,36.55574399833583,4.360584010201691,0.0006756303831934929,5.0,5.0,5.0,20.992619492760987,36.504030078694925,4.429405629427591,0.0006703302264213562
22.5,45,5.0,5.0,5.0,20.198957276722364,40.523144556590026,5.67448393232368,0.000812850845977664,5.0,5.0,5.0,19.690119220744883,39.67423623493105,6.664207201318851,0.0006427064072340727
22.5,50,5.0,4.0,1.0,19.667817937744296,44.79968567435716,6.568363133572189,0.0006776376161724329,5.0,5.0,2.0,21.875718722469877,48.23137148187663,2.4903442123788344,0.0006113170180469752
27.5,0,5.0,5.0,5.0,31.289725702705123,-4.757823878631522,6.064445335022751,0.0006356310099363327,5.0,5.0,5.0,31.367209342409915,-4.859331438569917,6.191544562373798,0.0006185462232679128
27.5,5,5.0,5.0,5.0,31.680175628725312,-0.13660538414811357,6.593303929919851,0.0006110649555921555,5.0,5.0,5.0,31.440838690775315,0.3077113626222866,6.090369998953059,0.0006215222179889679
27.5,10,5.0,5.0,5.0,28.223313255327014,11.16535495313218,0.7752253628612172,0.0006263298448175192,5.0,5.0,5.0,26.581906484723067,13.7754749358771,3.701140224830773,0.0006971827242523432
27.5,15,5.0,5.0,5.0,27.399715262403724,18.610121707673308,3.2856171553888744,0.0006007717456668615,5.0,5.0,5.0,27.450363850175147,18.58603817616653,3.2515944376797363,0.0006231950130313635
27.5,20,5.0,5.0,5.0,27.75438904259024,21.752678888489122,1.3961329124570703,0.0006281270179897547,5.0,5.0,5.0,27.63394089690063,21.819184505831977,1.493752238216013,0.0006141243502497673
27.5,25,5.0,5.0,5.0,28.422377046684467,25.09765858501246,0.4419697856705418,0.0006155761890113354,6.0,5.0,6.0,20.505306767747708,22.989153716116217,7.968158199768315,0.0006860832218080759
27.5,30,5.0,5.0,5.0,27.84451409418417,29.33150034705556,1.0986193865087774,0.0006130462512373924,5.0,5.0,5.0,27.75293636504465,29.249960941847046,1.2012672483613922,0.0005964315962046385
27.5,35,5.0,5.0,5.0,27.38076313510482,32.53110472939661,2.957678437814824,0.0006161467637866736,5.0,5.0,5.0,27.62386088198132,32.781672032591516,2.661268457826276,0.0006529169622808695
27.5,40,5.0,5.0,5.0,27.09643968979733,37.73918307076887,2.8437791804387826,0.0006115429569035769,5.0,5.0,5.0,27.2991362091068,37.9737540028613,2.5550053718525523,0.000645999563857913
27.5,45,6.0,5.0,5.0,31.941661886076414,47.25806734670124,4.26740908653126,0.0006178530942027768,5.0,5.0,4.0,29.318849960172155,47.10073044372761,2.092386022614754,0.0006139330100268126
27.5,50,5.0,5.0,5.0,31.301634114426548,54.993910269773366,5.599506457661163,0.0006302759516984225,5.0,5.0,5.0,31.142670770313806,54.76815830887748,5.323406092713329,0.0005728744436055422
32.5,0,5.0,5.0,5.0,34.22087887342978,-2.4867902829414037,3.096760821662875,0.0006097686011344195,6.0,5.0,5.0,34.54820878231842,3.030866718614059,3.0031264322860767,0.000601165151844422
32.5,5,5.0,5.0,5.0,34.76706874210045,2.3721623833056,3.456431515878478,0.0006044773850589991,5.0,5.0,5.0,34.733996862739914,2.504434996796494,3.3247920890216274,0.000625323411077261
32.5,10,6.0,5.0,5.0,33.40852953762799,14.280046200071903,3.8922935385555584,0.0006029655147964755,5.0,5.0,5.0,34.64676784099385,9.229405224494581,1.939789391241576,0.000609143590554595
32.5,15,5.0,5.0,4.0,34.097959560314465,14.413483956364578,1.4032594871844348,0.0005949819926172495,5.0,5.0,5.0,34.201580888736075,14.391486271892003,1.4935127700193425,0.0006131686735898256
32.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,35,5.0,5.0,4.0,33.97621480692855,36.04066674699123,1.0854521033104882,0.0005992589984089136,5.0,5.0,5.0,34.01985453583439,36.13199212129591,1.1755614967896773,0.0006523114163428545
32.5,40,5.0,5.0,5.0,34.83969940772586,41.84369284528942,2.2607085307004002,0.0006284314207732677,5.0,5.0,5.0,34.989384904529736,42.20605033498616,2.613731648423085,0.0007364321500062943
32.5,45,6.0,5.0,5.0,31.123180750049226,46.21912685522134,2.1398091391338507,0.0006888921294982234,5.0,5.0,5.0,34.93392478224772,47.77563507071435,3.0011534609463637,0.0006243761628866196
32.5,50,5.0,5.0,5.0,34.70296200047769,53.11465158044806,3.152589471879363,0.0005761250387877226,5.0,5.0,5.0,34.69917219804547,53.30207068821958,3.3135126374324937,0.0005987591575831175
37.5,0,5.0,5.0,5.0,38.136927905271335,-1.7544511981992479,2.154767652349066,0.0006586861796677113,6.0,5.0,5.0,37.88528197055596,3.565681029634644,3.172954492827938,0.0006352665368467569
37.5,5,5.0,5.0,5.0,38.355619621994435,3.921307584077357,1.5006240875234949,0.0006362235639244318,5.0,5.0,5.0,38.40413357706764,4.004818354219057,1.4279457473671675,0.0006331373937427997
37.5,10,5.0,5.0,5.0,38.18490956387113,9.765653321922535,0.6400041734431897,0.0006017778068780899,5.0,5.0,5.0,38.28855018694075,9.694490740196946,0.7302701477283915,0.000602860702201724
37.5,15,5.0,5.0,5.0,38.3725716538595,14.79424437633556,0.6642553590967841,0.0006925161927938461,5.0,5.0,4.0,38.4214164147885,14.97824938169174,0.5302660612738613,0.0007105973549187183
37.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,35,5.0,5.0,5.0,37.753726445068665,36.10556390978259,0.7859553458260085,0.0006304491776973009,5.0,5.0,4.0,37.684185791804836,35.962955174301776,0.6998714053382353,0.0006618699990212917
37.5,40,6.0,5.0,6.0,34.114048340274344,27.807235294865006,13.208540174923318,0.000596492822902898,5.0,5.0,5.0,38.28078439802803,40.760677791904484,0.4034494616968192,0.00063808080740273
37.5,45,5.0,5.0,5.0,38.14190345245704,47.18101361681784,1.7815064980567428,0.0006746057886630296,5.0,5.0,5.0,38.091673232402094,47.13444369874496,1.73446368632345,0.000595440436154604
37.5,50,5.0,5.0,5.0,37.924238965761035,52.588246826194016,2.1952940836035935,0.0006253181956708432,5.0,5.0,5.0,37.959148960638366,52.58196683874296,2.186508243904695,0.0006230960600078106
42.5,0,5.0,5.0,5.0,41.50408014610732,-2.008271765610936,2.889071317411125,0.0006408597808331251,5.0,5.0,5.0,41.676510626707966,-1.6803210721325101,2.5207256413647854,0.0006820644252002239
42.5,5,5.0,5.0,5.0,41.74683236985933,3.033215145554641,2.7263039416933084,0.0006370871793478728,5.0,5.0,5.0,41.59830791744198,2.762508566672185,3.0350354481776756,0.0006429286208003759
42.5,10,6.0,5.0,5.0,42.19400409683451,14.571316596182351,4.268572445459836,0.000629227957688272,6.0,5.0,5.0,36.77679379261355,12.60397751191123,6.696301487697588,0.0007840785741185149
42.5,15,5.0,5.0,4.0,41.88218507937158,14.622841701555817,1.4446619679862358,0.0007383286487311125,5.0,5.0,5.0,41.85739420221434,14.580992807786469,1.4882345075921468,0.0006421447265893221
42.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,35,5.0,5.0,5.0,40.518400890113085,38.31468795198391,3.8935921488529206,0.0006045361515134573,5.0,5.0,5.0,40.25818237031598,38.502810142978504,4.207535885022636,0.0006697081495076418
42.5,40,5.0,5.0,5.0,41.64526885243846,41.441716500714385,1.7892501165422172,0.0006152062211185694,5.0,5.0,5.0,41.69457217493588,41.37944361222667,1.7130490830668303,0.000616474961861968
42.5,45,5.0,5.0,5.0,41.801049843726446,47.65254058499124,2.600232796408005,0.0006326536647975444,6.0,5.0,5.0,37.48542200559755,47.611422995886734,6.034391247007848,0.0006491107245286306
42.5,50,5.0,5.0,5.0,41.464495914196654,53.54787919573666,3.5473958118077475,0.0006168152205646038,5.0,5.0,5.0,41.45885375573253,53.55832858655994,3.559269652014995,0.0005834922660142184
47.5,0,5.0,5.0,5.0,45.491401273157976,-2.9239516345029952,4.2253333343296084,0.0006120112724602222,5.0,5.0,5.0,45.48460765179001,-2.990457179439482,4.281994514322515,0.000610626395791769
47.5,5,5.0,5.0,5.0,46.04007736394525,2.556719584410904,3.5110575028334776,0.0005985260475426912,5.0,5.0,5.0,45.72123350531659,2.186651768246763,3.998016620118038,0.0006044473964720964
47.5,10,6.0,4.0,5.0,45.670991939499686,18.77903965435319,8.724012017827505,0.0006297878765811523,5.0,5.0,5.0,47.23143516636189,9.821830231498534,1.0434007626227986,0.0006164036225527525
47.5,15,5.0,5.0,5.0,49.00016262751065,18.212495166007237,2.953036033437612,0.0005793763790279627,5.0,5.0,5.0,48.908196991262045,18.092311980983546,2.8110009213147835,0.0006218000315129756
47.5,20,5.0,5.0,5.0,47.94873679911774,21.10993563171992,0.7258713089292845,0.0006591383833438158,5.0,5.0,5.0,47.88031793945477,21.1009388682535,0.7345580336187869,0.0006433489732444286
47.5,25,5.0,5.0,5.0,48.04869112917347,25.322964364977587,0.09255857220592782,0.0006117737852036953,7.0,5.0,5.0,41.64587716203355,33.36897261792502,10.254766023308326,0.0006214801355132035
47.5,30,5.0,5.0,5.0,48.18600238563373,29.247294535094465,1.1559092953851418,0.000652944203466177,5.0,5.0,5.0,48.22853457871366,29.200373499750945,1.2064928006519102,0.0006234205793589354
47.5,35,5.0,5.0,5.0,48.96076807576295,32.223187671750566,3.291361154472452,0.0006114777643233538,5.0,5.0,5.0,49.134295955539855,32.117881015035934,3.44123134286372,0.0006285725627094507
47.5,40,5.0,5.0,5.0,49.70940711755187,37.223958852666044,3.560537689673428,0.0006228979676961899,5.0,5.0,5.0,50.55135668346729,35.9182418233842,5.108356481613466,0.0006319783162325621
47.5,45,5.0,5.0,5.0,45.093290716960816,50.18788144586666,5.653681053295121,0.0006145690102130174,5.0,5.0,5.0,45.09912325571585,50.20113963874668,5.661819766217401,0.0006483254488557577
47.5,50,5.0,5.0,5.0,44.92330224844394,54.826504582693005,5.448426509125688,0.0006247555837035179,5.0,5.0,5.0,44.56795968961989,55.3226258649333,6.058675941182229,0.0006454531569033862
52.5,0,5.0,5.0,3.0,53.390858609862235,1.3030532174848495,0.9487380273504008,0.0006299536675214767,5.0,5.0,3.0,52.54651361060981,0.048507560333460376,0.6556631134835402,0.000639350339770317
52.5,5,5.0,5.0,5.0,55.83542348329213,13.160040954021321,8.228048203616346,0.000626924866810441,5.0,5.0,5.0,55.664733835904386,12.807455330018835,7.83889367929284,0.0006123763974756003
52.5,10,6.0,5.0,6.0,52.50612562378475,17.325132827870878,6.950550442834002,0.0006203803156192104,5.0,5.0,5.0,55.24568160674335,15.545143337977544,5.5746255054354465,0.0006832604762166738
52.5,15,5.0,5.0,5.0,54.617306959936116,18.680339078552443,3.614255785213446,0.0006295796483755112,5.0,5.0,5.0,54.63163898493967,18.71434440043543,3.6511363689794853,0.0006269370205700397
52.5,20,5.0,5.0,5.0,54.10257016926496,21.776629178381054,1.7030134582762586,0.0006094523705542088,5.0,5.0,5.0,54.06086231740257,21.715209379200807,1.6288130967492878,0.0006212465930730104
52.5,25,5.0,5.0,5.0,53.69923429455862,25.567727561817627,0.6222654375493255,0.0007236023899167776,5.0,5.0,5.0,53.65895448863737,25.54047687052573,0.5763365956804803,0.0006040737964212895
52.5,30,5.0,5.0,5.0,53.97307692158175,28.76460402736128,1.8538563316291812,0.0006461726967245341,5.0,5.0,5.0,53.91332950817419,28.8099209527251,1.7860168715467166,0.0006191494408994913
52.5,35,5.0,5.0,5.0,54.65158396157201,32.240689954493135,3.5197518028190657,0.0006202366203069687,5.0,5.0,5.0,54.666852496594515,32.23773061324438,3.529160582985168,0.0006636983714997768
52.5,40,5.0,5.0,5.0,55.65413926832444,35.267372994713604,5.733017301333748,0.0006519721820950509,5.0,5.0,5.0,55.61570389281259,35.42238833932839,5.5772200889660395,0.0006138657219707966
52.5,45,7.0,5.0,5.0,52.794776921506795,34.99510338237941,10.409372447511771,0.0006264957732387952,5.0,5.0,5.0,57.03309012752078,36.573003147401074,9.663595158479723,0.0006708285305649042
52.5,50,5.0,5.0,2.0,54.481854461636246,48.24078974959775,2.5635347976156138,0.0007865479681640863,5.0,5.0,3.0,52.47341350672896,51.38326316243483,1.1659404273594107,0.0006329186260700225
57.5,0,5.0,3.0,5.0,57.43101930436804,-0.7682966337719901,1.3462734475622635,0.0006696377415210009,5.0,5.0,5.0,60.509551170411804,4.104938095461833,4.4195591560739675,0.0006294406484812498
57.5,5,5.0,5.0,5.0,60.15020590508972,8.051144860621841,3.3514046794241894,0.0006765867117792368,5.0,5.0,5.0,60.220516347502475,8.060316671270973,3.4020397369030686,0.0006621135398745537
57.5,10,5.0,5.0,5.0,59.751628593541376,12.966003642445838,3.051598221268449,0.0006477876100689173,6.0,5.0,5.0,51.61981947046383,15.38506360653822,8.175793469542361,0.000603307387791574
57.5,15,5.0,5.0,5.0,58.568695109723116,16.68666354218836,1.3693714531401104,0.0006085188128054142,6.0,5.0,5.0,54.42548174245403,18.070972160343516,4.542705879359654,0.0006134797974179188
57.5,20,5.0,5.0,5.0,58.04188381717447,20.915213294092286,0.5184806930982447,0.000649772584438324,5.0,5.0,5.0,58.08985033711862,20.888584829652963,0.48869024076977635,0.0006967650726437569
57.5,25,5.0,5.0,5.0,57.707126558842944,25.33591169762119,0.3980663905284966,0.0006731159985065461,6.0,5.0,5.0,54.17008755528031,24.72208341908514,3.9879547030830205,0.0006091167451813817
57.5,30,5.0,5.0,5.0,58.314586416700465,29.70168068154363,0.7305458238616619,0.0006299916189163923,5.0,5.0,5.0,58.36657376809582,29.63478816545723,0.8103152013637108,0.0005897474009543657
57.5,35,5.0,5.0,5.0,59.11696230768141,34.172249003214056,1.594234877724602,0.0006293206475675106,5.0,5.0,5.0,59.32275800849476,33.86657218227901,1.9612592943052243,0.0006209641695022583
57.5,40,5.0,5.0,5.0,60.510964684122655,37.80359711613352,3.5431707048118395,0.0006921253632754087,5.0,5.0,5.0,60.641335752760526,37.544872248613466,3.8223215308234364,0.0006258235778659582
57.5,45,5.0,5.0,5.0,61.501493668782985,41.548637214680085,5.138399992499405,0.000638138223439455,5.0,5.0,5.0,61.580362223223425,41.28280436393193,5.3911242900250995,0.0006150988396257162
57.5,50,5.0,5.0,5.0,62.18838470992402,44.24629261001855,7.388031143535659,0.0006437529809772968,5.0,5.0,5.0,62.82549529614253,43.10794243350851,8.689327324188616,0.0006256086751818656
62.5,0,6.0,5.0,3.0,66.82105141948756,2.2161152855481965,4.140591551562673,0.0006611424420649806,5.0,5.0,3.0,65.68531507513856,4.000414037769925,4.432475073941131,0.0006338088307529688
62.5,5,5.0,5.0,5.0,65.01499256690892,7.169839967276227,2.6075908500155283,0.000662679597735405,5.0,4.0,4.0,57.214953397748786,1.8589672605284153,6.868237501184581,0.0006627178285270929
62.5,10,5.0,5.0,5.0,64.57165465452105,11.274984795151965,1.712123188885837,0.0006242358591407538,5.0,5.0,5.0,64.56407864423969,11.280888626817193,1.7086518221611422,0.0006348487921059131
62.5,15,5.0,5.0,5.0,64.21507750193929,15.789811019518027,1.1812495359867234,0.0006363722030073404,5.0,5.0,5.0,64.17926309182675,15.760132360089916,1.1377627776313373,0.0006213932298123837
62.5,20,5.0,5.0,5.0,63.516989121435266,20.700429811845968,0.5139435759314036,0.000616708816960454,5.0,5.0,5.0,63.547395831525066,20.671662675677346,0.5234153603231181,0.0005987084005028009
62.5,25,5.0,5.0,5.0,63.2477955255947,25.704808892359853,0.3387506136488225,0.0006794702261686325,6.0,5.0,6.0,55.21344545141394,19.724878411183777,9.716210562542964,0.0006133430094147722
62.5,30,5.0,5.0,5.0,63.67395226506045,30.387770783772954,0.57408253439514,0.0005774162244051694,5.0,5.0,5.0,63.69657230494688,30.334362168162624,0.60017234191351,0.0006183063145726919
62.5,35,5.0,5.0,5.0,64.46779910993469,35.14306117698367,1.3917226605581792,0.0006104795262217522,6.0,5.0,5.0,61.80851017550719,39.81202801647976,4.597166212458584,0.0006249888489643732
62.5,40,5.0,5.0,5.0,65.07790047169155,39.31478595260606,2.2560540340556527,0.0006101095583289862,5.0,5.0,5.0,65.10047267858428,39.29088908029361,2.287360480985478,0.0006118409801274538
62.5,45,5.0,5.0,5.0,65.66805394841919,42.54930999685955,3.83683913866561,0.0006115026772022247,5.0,5.0,5.0,65.74723744909275,42.562352764675396,3.8807354900874715,0.0006164695601910353
