X,Y,Place_Count,Place_Within_Tolerance,Place_Recognized_as_PRLM-1,Place_Pos_X,Place_Pos_Y,Place_Euclidean_Distance,Remove_Count,Remove_Within_Tolerance,Remove_Recognized_as_PRLM-1,Remove_Pos_X,Remove_Pos_Y,Remove_Euclidean_Distance
2.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
12.5,30,5.0,2.0,4.0,14.91566292191565,31.128409368534314,1.9563261625270565,5.0,4.0,5.0,17.628990175600755,31.345342186540854,4.6265996001752745
12.5,35,5.0,3.0,3.0,22.67960775348186,37.93448534040383,9.909212917850324,5.0,4.0,4.0,22.387470028205787,37.930244712211014,9.625966851620289
12.5,40,5.0,5.0,4.0,19.40057170510702,42.65342594348395,6.691422292305405,5.0,4.0,3.0,18.155179753928774,42.24039383697587,5.379766892692484
12.5,45,5.0,3.0,2.0,11.230303561737099,46.60237689449122,2.222942861987086,5.0,4.0,4.0,9.679446866221062,44.511888639218576,3.533967392344466
12.5,50,5.0,4.0,1.0,18.66375369175457,47.474814656370796,6.285862266793294,5.0,5.0,1.0,18.3208118125708,48.4937225921078,5.557946521703766
17.5,0,5.0,5.0,4.0,21.734979065728673,3.2476049108177873,4.617567166419918,5.0,5.0,4.0,20.90141878355216,3.7571981019691996,4.37249657480763
17.5,5,5.0,4.0,4.0,22.80792164333834,5.36244355439813,4.708071440241726,5.0,5.0,5.0,22.24782011352174,6.748008903863386,4.361369016608255
17.5,10,5.0,3.0,3.0,20.92870476383363,12.499420329291038,3.5226604094030334,5.0,5.0,5.0,22.7813392813014,12.167722564632736,5.003976471983779
17.5,15,5.0,5.0,5.0,22.920225220051663,15.767838081008296,4.83423996362013,5.0,5.0,5.0,22.85548585380507,15.559788935260418,4.758169628078826
17.5,20,5.0,5.0,5.0,23.162223426710586,19.593013275483134,5.126142174723982,5.0,5.0,4.0,22.490275121462425,15.049972337808967,6.920788367544635
17.5,25,5.0,5.0,5.0,23.58602522831863,21.1808272832517,6.920830240621546,5.0,4.0,4.0,23.120958102379536,25.629452229404745,5.026198224446535
17.5,30,5.0,5.0,5.0,23.078746048948865,34.174516829278154,6.247790770698707,7.0,5.0,7.0,27.827585600033945,29.330436817413645,9.786209021246787
17.5,35,5.0,4.0,4.0,26.730506632391286,35.75663016733231,8.637871833270127,6.0,3.0,5.0,27.260573512512533,33.13080238689026,9.437444828209017
17.5,40,5.0,5.0,4.0,22.472064899921058,40.748728380156045,4.3859506349533826,5.0,5.0,5.0,22.779705704926926,40.61131443656298,4.684474279556408
17.5,45,5.0,5.0,4.0,21.06072169339771,43.797702065233516,3.366486539036319,5.0,4.0,4.0,22.073118846762945,42.859787234076904,4.715755959192711
17.5,50,5.0,5.0,4.0,21.6074835842315,46.915882112634804,4.943836419898168,5.0,5.0,4.0,21.625319638896052,46.85517346475141,4.999367332112004
22.5,0,6.0,4.0,6.0,25.885649349590466,13.278626923752535,13.176451485133525,5.0,4.0,5.0,24.553328118720994,6.356346382982719,6.131086759681061
22.5,5,5.0,4.0,5.0,19.928330687927918,8.983932110629945,4.78581817443415,5.0,5.0,5.0,24.82291771859956,7.852283255552395,2.9970216266365104
22.5,10,5.0,4.0,5.0,24.283236490298588,12.707878151601077,2.5935208028106738,5.0,5.0,5.0,24.51279127276468,11.526126548998239,1.806693162869313
22.5,15,5.0,5.0,5.0,24.52660055282688,14.594636335779404,1.6382306824659296,5.0,5.0,4.0,24.900758455271006,17.37526041636614,2.6728981886134284
22.5,20,5.0,5.0,5.0,25.456759094197906,22.111946256693823,2.912914934201225,5.0,5.0,5.0,25.341092510445236,22.010843516790793,2.7599479118201957
22.5,25,5.0,5.0,5.0,26.293829250231262,27.39183294720696,3.764032912875756,5.0,5.0,5.0,26.46210909496448,24.610044057035157,3.453665872412722
22.5,30,5.0,5.0,5.0,27.59762955206586,29.504299515595243,4.5859514765617675,6.0,5.0,6.0,29.439697954085748,28.437985681694943,6.636359720077947
22.5,35,5.0,4.0,4.0,26.475546056139315,33.15989014144245,4.051222451992038,5.0,4.0,5.0,26.758416101995856,30.755667918836274,5.912176321412371
22.5,40,5.0,5.0,5.0,24.784248323062506,42.39868718386647,2.61370290444246,5.0,5.0,4.0,24.699462679175195,42.274828043726515,2.4643987209089535
22.5,45,5.0,5.0,5.0,25.439530675777057,44.09369601557813,2.6795212039874383,5.0,5.0,5.0,27.84444270921645,43.88950958069976,4.97908806186785
22.5,50,5.0,5.0,5.0,26.066977326848253,45.30093398639856,5.8994430812659635,5.0,5.0,5.0,25.16416983686533,47.190233445704884,3.816202097438784
27.5,0,5.0,4.0,5.0,29.256900153938602,9.297910699340711,8.97280517896299,5.0,3.0,5.0,29.539421211024308,10.304401388280269,10.008451442801467
27.5,5,5.0,5.0,5.0,29.94634826444108,5.834854323568306,1.8968658878082645,5.0,5.0,5.0,30.018502826247634,5.865382274010773,1.9741412703460688
27.5,10,5.0,5.0,5.0,28.58946605473407,11.875639790138035,1.5546992664099246,5.0,5.0,5.0,28.6465727942848,11.48262959906687,1.212777254168293
27.5,15,5.0,5.0,5.0,29.733684607881447,16.764390873782993,2.128494269311306,5.0,5.0,5.0,29.42362488385451,17.62012279771315,2.5847491309766473
27.5,20,5.0,5.0,5.0,30.008144458957496,21.76568523817033,2.3465104828247725,6.0,6.0,6.0,30.53966224206592,22.08743789147014,2.9663780091099823
27.5,25,5.0,4.0,4.0,26.126385299675423,18.622499340541612,7.059013399498271,5.0,5.0,5.0,30.304573196873342,25.58846212992173,2.2126140546392126
27.5,30,5.0,5.0,5.0,31.04120794809425,31.44076603382814,3.1199195712555063,5.0,5.0,5.0,31.09055220718984,30.7347812608751,3.009232625863468
27.5,35,5.0,5.0,5.0,30.103479427855383,35.23699572856152,2.010099552347325,5.0,5.0,5.0,30.23830768244328,35.13828029426001,2.1542648280024856
27.5,40,5.0,5.0,5.0,29.54342725043677,39.198411840302946,1.8781097765646193,5.0,5.0,5.0,29.8762921651143,40.88295558553357,1.8407769972064842
27.5,45,5.0,5.0,5.0,28.195205936435617,45.134902932901234,0.28167467993582485,6.0,5.0,6.0,30.498995274189465,39.703668031736946,6.180887979751696
27.5,50,5.0,4.0,5.0,29.844770381469353,42.61886081261532,7.97435581959485,5.0,5.0,5.0,29.102193111240734,46.476512912428404,4.049461934449984
32.5,0,5.0,5.0,5.0,30.75876784159849,6.484002556339062,6.518930520037289,5.0,5.0,5.0,31.175412345076666,5.390465537224335,5.348717969729482
32.5,5,5.0,5.0,5.0,32.69303597869231,10.361951050227683,4.978612049506824,5.0,5.0,5.0,31.789423626076303,8.404348017323954,3.2777610408761286
32.5,10,5.0,5.0,5.0,34.74731021448778,15.166762796787491,5.043377687977878,5.0,5.0,5.0,33.00432419465881,15.811033792444462,5.411879577623987
32.5,15,5.0,5.0,5.0,33.51439202875203,18.771476873414823,3.396848106916794,5.0,5.0,5.0,34.04337913425486,18.64691617503535,3.381187489426406
32.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
32.5,35,5.0,5.0,5.0,34.32098355696599,32.48783727329968,3.1577670264229347,5.0,5.0,5.0,35.147689615886335,33.74501113292689,2.632873128949561
32.5,40,5.0,5.0,5.0,34.354648084331274,37.115670638063,3.5158158616738757,5.0,5.0,5.0,34.70030366096321,36.4812432800923,4.232921690406519
32.5,45,5.0,5.0,5.0,31.68420303300178,41.63920885304559,4.018461285463882,6.0,5.0,6.0,34.14731550469213,39.31524508524335,6.174229679808142
32.5,50,5.0,5.0,5.0,34.28690820393884,43.976720241524575,6.532019131954332,5.0,5.0,5.0,36.60507631575728,44.524489462333044,6.841577600050886
37.5,0,5.0,5.0,5.0,38.033823732891165,8.06890394357973,7.669189461356473,5.0,5.0,5.0,38.6675746048654,5.7897162640623865,5.419518644601817
37.5,5,5.0,5.0,5.0,38.93110685738277,10.711493539062053,5.376123345300645,5.0,5.0,5.0,38.085590410962304,10.230819746782814,4.83084123752406
37.5,10,5.0,5.0,5.0,39.90116092363576,15.750573805792552,5.645601892098468,5.0,5.0,5.0,39.394773456490256,16.07479358708246,5.820628880080221
37.5,15,5.0,5.0,5.0,38.36499349862862,19.8694921449919,4.477340905990934,5.0,5.0,5.0,37.34734948070427,19.976178502086007,4.6376602384338454
37.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
37.5,35,5.0,5.0,5.0,38.52977466902435,31.25065118829783,4.171546694849428,5.0,5.0,5.0,39.29424849865198,31.28307202295599,4.28664501034319
37.5,40,5.0,5.0,5.0,39.685973898199826,35.06916088247681,5.561758616003267,5.0,5.0,5.0,39.999356547079365,35.75327828005047,5.019918130366661
37.5,45,5.0,5.0,5.0,40.71278025340555,38.18064039211373,7.677615111515146,5.0,5.0,5.0,40.49317105198837,39.35672468722795,6.499880321208628
37.5,50,5.0,5.0,5.0,36.92587522218268,43.21037878350041,7.284862540269761,5.0,5.0,5.0,38.81611785467764,44.581196876615785,5.8627036911730395
42.5,0,5.0,5.0,5.0,41.29950045903483,3.7987592216056463,3.8462140922555528,6.0,5.0,6.0,36.31544173717959,9.857139305702146,11.639059870499043
42.5,5,5.0,5.0,5.0,42.112906444351836,10.070737836215708,4.773902556845827,5.0,5.0,5.0,41.718063606944405,8.580649768501583,3.467892896892966
42.5,10,5.0,4.0,5.0,40.05024646380495,10.58461298505989,3.055336083933636,5.0,5.0,5.0,42.05703997651541,13.490672052289673,3.2619042514138017
42.5,15,5.0,5.0,5.0,41.26212764449973,17.95719123796034,3.1491271525000806,5.0,5.0,5.0,42.48056696612925,19.597560624921606,4.243019265021381
42.5,20,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,30,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
42.5,35,5.0,5.0,5.0,43.6060651431674,31.004225989441533,4.424808592586836,5.0,5.0,5.0,43.38864306414945,31.351670395719147,4.058606583961834
42.5,40,5.0,5.0,5.0,43.74629297086576,36.249398286231575,4.200617715351858,5.0,5.0,5.0,43.728886343593054,36.60064561496583,3.8510507366478857
42.5,45,5.0,5.0,5.0,44.158526254540334,39.922274144647716,5.579064292329502,5.0,5.0,5.0,43.80262973453125,40.715200383369144,4.737197060692331
42.5,50,6.0,6.0,6.0,44.18367613318091,43.5491794415423,6.93600002060356,5.0,5.0,5.0,42.87732335886623,44.612914813044576,5.791367700948154
47.5,0,5.0,5.0,5.0,47.18316241513004,7.315905997140783,6.976413614337815,5.0,4.0,5.0,47.020079194020575,6.911586945426125,6.600529788966275
47.5,5,5.0,5.0,5.0,49.532171942889036,8.320424019884397,3.252690106652691,5.0,5.0,5.0,49.12933498058784,7.762646280622468,2.5771356094705125
47.5,10,5.0,4.0,5.0,47.39736611650359,15.342200097571512,4.991897052090828,5.0,5.0,5.0,48.42435082694601,13.373481781807584,2.9911197511437355
47.5,15,5.0,5.0,5.0,45.98027101984339,16.55963471742461,2.416196106935907,5.0,5.0,5.0,46.673035990733396,17.46644374305754,2.5112578575215796
47.5,20,5.0,5.0,5.0,46.70441324204289,21.755359298625002,1.9454205785265315,6.0,3.0,6.0,47.116990619886174,29.398824042901282,9.052355582746955
47.5,25,5.0,5.0,5.0,45.992605068886796,26.06442242051193,2.2096539431686057,5.0,5.0,5.0,48.244709451657315,21.697515948846075,3.705310914680188
47.5,30,5.0,5.0,5.0,45.91145794113356,30.21871789651454,2.196037236585815,5.0,4.0,5.0,47.168940550260096,26.682824261105573,3.83200563318679
47.5,35,5.0,5.0,5.0,46.02278491162223,31.933883603826068,4.0408891837329595,5.0,5.0,5.0,47.41882225861284,31.229511916100716,4.225751290990423
47.5,40,5.0,5.0,5.0,48.14110534671314,38.595200755973195,1.8052672823624007,5.0,5.0,5.0,47.13923945587037,37.74594134928501,2.822603079533381
47.5,45,5.0,5.0,5.0,50.36065026408362,40.951633474112356,4.9898401141859265,5.0,5.0,5.0,49.655429911911895,42.337653757072644,3.4347236748305567
47.5,50,5.0,5.0,5.0,49.91316124057976,44.59911760676223,6.077646767007499,5.0,5.0,5.0,49.69809712807246,43.50147802987287,7.081208922428437
52.5,0,5.0,4.0,4.0,52.280908322642276,-0.6988663249965505,1.370554039842325,5.0,5.0,5.0,53.466247350572,5.18383594693007,4.797835291977135
52.5,5,5.0,4.0,4.0,62.330477438339834,9.092560512630111,9.941665699425617,5.0,4.0,5.0,49.781993267998985,10.394429384787907,5.996123210311557
52.5,10,5.0,4.0,5.0,53.54223235504986,13.15676562156818,2.7920111296542385,5.0,5.0,5.0,52.588929470484594,12.296570109652476,1.9642228149999592
52.5,15,5.0,4.0,5.0,50.3376276419708,16.369759573267153,2.9276500259332763,5.0,5.0,4.0,51.52751897319937,14.91724109690019,1.644917243562757
52.5,20,5.0,5.0,5.0,50.49822745750133,21.58027664222434,2.8569692534363007,5.0,5.0,4.0,51.37090741657498,19.80553963513378,1.8284267246603823
52.5,25,5.0,5.0,5.0,50.48332826882451,27.063598259396258,3.1007305780088696,6.0,5.0,6.0,48.83959653709915,27.779881710327132,4.880048629045328
52.5,30,5.0,5.0,5.0,50.28652183349516,26.677523905662817,4.6660998345846885,5.0,5.0,5.0,50.58705551357066,28.213203064491108,3.3312116157678573
52.5,35,5.0,4.0,5.0,52.38530654764257,29.62710644721838,5.816965420439608,5.0,5.0,5.0,53.38170989329967,31.170326822080323,4.239044191323798
52.5,40,5.0,4.0,5.0,51.792564139320994,38.50155081851071,2.3051025626828,5.0,5.0,5.0,52.63754874398627,40.04177957322203,0.5849641342421479
52.5,45,5.0,5.0,5.0,52.66418279741997,39.40080513871685,6.01500420762204,5.0,4.0,5.0,55.52997894922322,39.09985136748074,6.752530672681338
52.5,50,5.0,5.0,5.0,53.35523113857111,48.46320607893438,1.9535387446306387,5.0,5.0,5.0,53.629861108936325,47.70482716099306,2.746763445745545
57.5,0,5.0,1.0,2.0,54.39812707463445,12.048927567025649,12.222985585255534,5.0,2.0,2.0,52.847742938201705,5.918023945617238,7.618057003436985
57.5,5,5.0,4.0,4.0,52.155565192372684,3.9430304305253423,6.120381157126277,6.0,4.0,5.0,49.828734637146994,7.34833730172673,8.497637844956191
57.5,10,5.0,4.0,4.0,51.68173411919379,5.948290928711538,7.811008294203322,7.0,4.0,6.0,48.12649030354696,10.57135591736458,9.974981629840665
57.5,15,5.0,5.0,5.0,54.22228457516486,13.94630257614727,4.141245358116374,5.0,5.0,5.0,54.76225288678087,14.523326168972833,3.4509582434173973
57.5,20,5.0,5.0,5.0,58.37637337314713,22.454096077832713,2.0726053503627897,5.0,4.0,4.0,62.238147155339995,27.932050480068494,8.593954055820204
57.5,25,5.0,5.0,5.0,53.65765584043648,21.85218136334257,5.685194694170278,5.0,4.0,5.0,55.03704767586699,23.60714386015369,3.5490858087818102
57.5,30,5.0,4.0,4.0,57.40091226611345,31.76800256440818,1.5362794914656632,5.0,4.0,5.0,54.44627397839646,29.5278668067913,3.756371939470215
57.5,35,5.0,4.0,5.0,53.744695342867,35.477972968100026,4.356002575779629,5.0,5.0,5.0,53.68236163250299,35.86917188137098,4.442482526724316
57.5,40,5.0,4.0,4.0,54.43809604496757,41.61536632988896,3.85832293771658,5.0,4.0,4.0,56.244025981671406,41.1156733066058,1.989177678966581
57.5,45,5.0,4.0,4.0,57.032506363673974,41.291826176197546,4.244600667927695,5.0,5.0,4.0,61.02424104474976,42.83204189273534,3.891734128697056
57.5,50,5.0,4.0,5.0,61.3405528971677,45.33714718725507,6.011128153920958,5.0,4.0,4.0,56.34531379988039,47.401089595374486,3.4745341091808792
62.5,0,5.0,4.0,1.0,56.425516590686996,-1.896182713855239,7.058412274485117,5.0,5.0,0.0,57.94311578487204,-4.297866164504403,6.9759158042389835
62.5,5,5.0,5.0,3.0,64.29885934830493,1.2670220350209143,4.303344117778729,5.0,4.0,2.0,56.09283052222223,0.9256036884174549,8.313882753768175
62.5,10,5.0,3.0,3.0,56.61433165506471,4.5325555300991365,8.745901811012168,5.0,4.0,5.0,64.8049750891714,6.994900626825151,3.8081021251918643
62.5,15,5.0,3.0,5.0,56.20518270598507,10.297506970132197,8.577525321308993,5.0,4.0,4.0,63.86869311458785,13.401649674597497,2.1410962443223
62.5,20,5.0,5.0,5.0,60.79509901175169,19.350042093371286,2.5327811139773213,5.0,4.0,5.0,59.51042956957565,20.113556749799375,3.6009812010842777
62.5,25,6.0,4.0,6.0,50.216273669771624,30.84886695212623,13.988586605307678,5.0,4.0,5.0,55.600337313841614,27.465036658540384,7.778773477050999
62.5,30,5.0,3.0,4.0,60.18937753259538,30.77882828306964,2.9351718886317477,5.0,5.0,5.0,59.554408490208985,31.28128096166497,3.6534744131710126
62.5,35,5.0,3.0,3.0,59.553613550254184,37.493494218376114,4.11820044355723,5.0,5.0,5.0,57.309009839633156,36.63972166933905,5.922202027531181
62.5,40,5.0,2.0,4.0,65.42000848804489,40.340017061530276,2.320783776552174,5.0,4.0,4.0,63.798728045703776,41.695878356825865,1.472250521325336
62.5,45,5.0,4.0,2.0,57.67900070815075,46.51483032177639,5.534444865438819,5.0,4.0,3.0,61.363187195191145,46.84229241356867,2.257592993696108
62.5,50,5.0,3.0,1.0,57.158038656630424,51.252851987709846,6.002854414279846,5.0,0.0,1.0,54.65235721551777,50.05202049121471,8.454806819363125
67.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,10,5.0,2.0,1.0,58.99899922142921,5.375873758801428,10.395675045856624,5.0,1.0,1.0,51.73245942406258,5.901054679581233,16.97459553276824
67.5,15,5.0,4.0,4.0,68.48419779838686,13.091932334482825,2.3398256979722265,5.0,3.0,3.0,57.15780948104407,9.646374559153095,12.362675239068997
67.5,20,5.0,3.0,5.0,58.428315804021736,17.71937111429217,10.036296448871308,5.0,4.0,5.0,62.65469640765407,18.26690777716666,5.848197469642034
67.5,25,5.0,4.0,5.0,58.55378704542121,27.38594132606135,9.750597147084179,5.0,5.0,5.0,65.5847352774524,27.10276434186364,3.037427040838145
67.5,30,5.0,3.0,5.0,60.97028065891834,31.825945701724912,7.270915968903887,5.0,4.0,5.0,61.68318935958216,31.565573269739765,6.521811086048983
67.5,35,5.0,2.0,5.0,62.75496723282917,36.20395481003983,5.405156669210981,5.0,2.0,3.0,56.87725773640936,36.561171081394846,11.2826531540791
67.5,40,6.0,1.0,3.0,52.69507919739423,48.53278481944159,17.419924622509004,5.0,0.0,0.0,52.642967279344745,43.58102671060557,15.780962944668273
67.5,45,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
67.5,50,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,10,5.0,0.0,0.0,53.07430066902871,1.2246932105698964,22.027593794480275,8.0,0.0,3.0,48.28570429117235,4.618717534595832,25.478863759397353
72.5,15,4.0,1.0,3.0,63.86836684984107,10.121498164305997,10.63417285210929,5.0,0.0,3.0,55.8291741549971,9.307913631806187,18.31379102441526
72.5,20,5.0,1.0,5.0,60.424036399556734,16.79872333857304,13.177603985243334,5.0,2.0,5.0,62.41268981286322,16.141545303754093,11.504478929358612
72.5,25,5.0,1.0,4.0,66.05437717387063,26.293708049767467,7.102078223048113,5.0,2.0,5.0,60.72042263295869,22.987254333254885,12.612504804318558
72.5,30,5.0,0.0,5.0,58.24045404957347,32.84647489072869,15.059593130088317,5.0,3.0,5.0,60.426577950623674,33.057833739478745,12.949119917134501
72.5,35,5.0,1.0,3.0,60.06053854491174,40.269376331612285,13.918993530338252,5.0,1.0,5.0,62.61809802561497,39.57672509267513,11.283408239552392
72.5,40,5.0,0.0,0.0,52.160841454288594,44.75955950266289,21.388177099970374,4.0,1.0,1.0,54.91897235221219,43.247751997145315,18.402702458249706
72.5,45,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
72.5,50,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
